Date,Area Planted,Area Harvested,Yield,Beginning Stocks,Production,Imports,Total Supply,Crushings,Exports,Seed,Residual,Total Use,Ending Stocks,World BeginningStocks,World Production,World Imports,World DomesticCrush,World DomesticTotal,World Exports,World EndingStocks,United States BeginningStocks,United States Production,United States Imports,United States DomesticCrush,United States DomesticTotal,United States Exports,United States EndingStocks,Argentina BeginningStocks,Argentina Production,Argentina Imports,Argentina DomesticCrush,Argentina DomesticTotal,Argentina Exports,Argentina EndingStocks,Brazil BeginningStocks,Brazil Production,Brazil Imports,Brazil DomesticCrush,Brazil DomesticTotal,Brazil Exports,Brazil EndingStocks,China BeginningStocks,China Production,China Imports,China DomesticCrush,China DomesticTotal,China Exports,China EndingStocks,Japan BeginningStocks,Japan Production,Japan Imports,Japan DomesticCrush,Japan DomesticTotal,Japan Exports,Japan EndingStocks,Mexico BeginningStocks,Mexico Production,Mexico Imports,Mexico DomesticCrush,Mexico DomesticTotal,Mexico Exports,Mexico EndingStocks,European Union BeginningStocks,European Union Production,European Union Imports,European Union DomesticCrush,European Union DomesticTotal,European Union Exports,European Union EndingStocks
2015/03/10,83.7,83.1,47.8,92.0,3969.0,25.0,4086.0,1795.0,1790.0,92.0,24.0,3701.0,385.0,66.32,315.06,114.08,254.19,288.5,117.42,89.53,2.5,108.01,0.68,48.85,52.0,48.72,10.48,29.0,56.0,0.0,39.18,42.28,8.0,34.72,16.53,94.5,0.3,37.6,40.75,46.0,24.58,14.43,12.35,74.0,74.5,86.2,0.25,14.33,0.23,0.21,2.9,1.97,3.09,0.0,0.25,0.13,0.29,4.05,4.25,4.29,0.0,0.18,0.22,1.72,12.75,13.6,14.28,0.07,0.34
2015/04/09,83.7,83.1,47.8,92.0,3969.0,30.0,4091.0,1795.0,1790.0,98.0,38.0,3721.0,370.0,66.32,315.46,114.21,253.99,288.92,117.52,89.55,2.5,108.01,0.82,48.85,52.56,48.72,10.06,29.0,57.0,0.0,39.18,42.28,8.0,35.72,16.53,94.5,0.3,37.6,40.75,46.0,24.58,14.43,12.35,74.0,74.35,86.2,0.25,14.33,0.23,0.21,2.9,1.97,3.09,0.0,0.25,0.13,0.29,4.05,4.25,4.29,0.0,0.18,0.22,1.72,12.75,13.6,14.28,0.07,0.34
2015/05/12,83.7,83.1,47.8,92.0,3969.0,30.0,4091.0,1805.0,1800.0,98.0,38.0,3741.0,350.0,63.4,317.25,114.15,254.48,291.76,117.5,85.54,2.5,108.01,0.82,49.12,52.83,48.99,9.51,26.05,58.5,0.0,39.6,44.6,8.0,31.95,16.53,94.5,0.3,37.6,40.75,45.65,24.93,14.43,12.35,73.5,73.85,85.7,0.2,14.38,0.23,0.23,2.85,1.97,3.04,0.0,0.26,0.12,0.36,4.0,4.25,4.29,0.0,0.18,0.28,1.69,12.75,13.55,14.37,0.08,0.27
2015/06/10,83.7,83.1,47.8,92.0,3969.0,30.0,4091.0,1815.0,1810.0,98.0,38.0,3761.0,330.0,62.77,318.25,114.6,256.88,293.97,117.95,83.7,2.5,108.01,0.82,49.4,53.1,49.26,8.97,26.05,59.5,0.0,39.6,44.6,8.0,32.95,15.95,94.5,0.4,39.3,42.45,45.65,22.75,14.43,12.35,73.5,73.85,85.7,0.2,14.38,0.23,0.23,2.85,1.97,3.04,0.0,0.26,0.12,0.36,4.03,4.28,4.32,0.0,0.18,0.28,1.69,12.75,13.55,14.37,0.08,0.27
2015/07/10,83.7,83.1,47.8,92.0,3969.0,30.0,4091.0,1830.0,1825.0,99.0,82.0,3836.0,255.0,62.73,318.6,115.91,257.5,296.07,119.49,81.68,2.5,108.01,0.82,49.8,54.73,49.67,6.94,26.05,60.0,0.0,38.78,43.78,8.0,34.28,15.95,94.5,0.4,39.3,42.45,46.8,21.6,14.43,12.35,74.0,74.2,86.05,0.18,14.55,0.23,0.23,2.9,2.05,3.12,0.0,0.23,0.12,0.36,4.03,4.28,4.32,0.0,0.18,0.28,1.69,12.95,13.75,14.57,0.1,0.25
2015/08/12,83.7,83.1,47.8,92.0,3969.0,30.0,4091.0,1845.0,1825.0,98.0,83.0,3851.0,240.0,62.73,319.36,119.71,258.34,296.93,124.3,80.57,2.5,108.01,0.82,50.21,55.14,49.67,6.53,26.05,60.8,0.0,38.8,43.8,9.6,33.45,15.95,94.5,0.28,39.45,42.6,49.8,18.32,14.43,12.35,77.0,74.2,86.05,0.18,17.55,0.23,0.23,2.9,2.05,3.12,0.0,0.23,0.12,0.36,4.03,4.28,4.32,0.0,0.18,0.25,1.68,13.45,13.9,14.72,0.11,0.55
2015/09/11,83.7,83.1,47.8,92.0,3969.0,33.0,4094.0,1870.0,1835.0,98.0,81.0,3884.0,210.0,62.7,319.37,119.82,259.64,298.28,124.88,78.73,2.5,108.01,0.9,50.89,55.76,49.94,5.71,26.05,60.8,0.0,39.48,44.48,9.6,32.78,15.95,94.5,0.28,39.4,42.55,50.0,18.17,14.43,12.35,77.0,74.2,86.05,0.18,17.55,0.23,0.23,2.9,2.05,3.12,0.0,0.23,0.12,0.36,4.03,4.28,4.32,0.0,0.18,0.25,1.69,13.45,13.9,14.72,0.12,0.54
2015/10/09,83.3,82.6,47.5,92.0,3927.0,33.0,4052.0,1875.0,1843.0,97.0,46.0,3861.0,191.0,62.77,318.95,120.2,260.54,297.89,126.05,77.97,2.5,106.88,0.9,51.03,54.91,50.17,5.21,26.05,60.8,0.0,40.0,45.0,9.6,32.25,15.95,96.2,0.28,39.5,42.6,51.11,18.71,14.43,12.35,77.0,74.2,86.05,0.18,17.55,0.23,0.23,2.95,2.12,3.19,0.0,0.21,0.12,0.36,4.03,4.28,4.32,0.0,0.18,0.25,1.69,13.55,14.0,14.82,0.12,0.54
2015/11/10,83.3,82.6,47.5,92.0,3927.0,33.0,4052.0,1873.0,1843.0,97.0,48.0,3861.0,191.0,62.68,318.68,122.08,261.5,299.24,126.62,77.58,2.5,106.88,0.9,50.98,54.91,50.17,5.21,26.05,60.8,0.0,40.19,45.18,10.57,31.1,15.95,96.2,0.31,39.9,42.95,51.11,18.39,14.13,12.35,78.35,74.5,86.7,0.14,17.98,0.23,0.23,2.95,2.12,3.19,0.0,0.21,0.12,0.36,4.03,4.28,4.32,0.0,0.18,0.53,1.81,13.55,14.1,14.94,0.12,0.83
2015/12/09,83.3,82.6,47.5,92.0,3927.0,33.0,4052.0,1873.0,1843.0,97.0,48.0,3861.0,191.0,62.57,319.0,121.9,262.38,299.86,125.96,77.66,2.5,106.88,0.9,50.98,54.91,50.17,5.21,26.05,61.4,0.0,40.23,45.22,10.57,31.66,15.95,96.2,0.31,39.93,42.98,50.61,18.86,14.13,12.35,78.35,74.5,86.7,0.14,17.98,0.23,0.23,3.0,2.15,3.24,0.0,0.22,0.12,0.36,3.82,4.18,4.21,0.0,0.08,0.53,1.81,13.16,14.1,14.94,0.12,0.45
2016/01/12,83.3,82.6,47.5,92.0,3927.0,33.0,4052.0,1873.0,1843.0,96.0,49.0,3862.0,191.0,62.36,318.8,122.23,262.67,300.5,125.96,76.93,2.5,106.88,0.9,50.98,54.93,50.17,5.19,26.05,61.4,0.0,40.24,45.22,10.57,31.66,16.02,96.2,0.31,39.93,42.9,50.61,19.01,13.88,12.15,78.35,74.5,87.2,0.14,17.03,0.23,0.23,3.0,2.15,3.24,0.0,0.22,0.12,0.36,3.82,4.18,4.21,0.0,0.08,0.53,1.81,13.39,14.2,15.04,0.12,0.58
2016/02/09,83.3,82.6,47.5,92.0,3927.0,33.0,4052.0,1873.0,1843.0,96.0,49.0,3862.0,191.0,62.43,318.8,122.23,262.67,300.5,125.88,77.08,2.5,106.88,0.9,50.98,54.93,50.17,5.19,26.05,61.4,0.0,40.24,45.22,10.57,31.66,16.02,96.2,0.31,39.93,42.9,50.61,19.01,13.88,12.15,78.35,74.5,87.2,0.14,17.03,0.23,0.23,3.0,2.15,3.24,0.0,0.22,0.12,0.36,3.82,4.18,4.21,0.0,0.08,0.53,1.81,13.39,14.2,15.04,0.12,0.58
2016/03/09,83.3,82.6,47.5,92.0,3927.0,33.0,4052.0,1873.0,1843.0,96.0,49.0,3862.0,191.0,61.67,318.57,122.15,262.39,299.36,125.88,77.14,2.5,106.88,0.9,50.98,54.93,50.17,5.19,25.37,61.4,0.0,40.24,44.4,10.57,31.8,16.02,96.2,0.31,39.93,42.9,50.61,19.01,13.88,12.15,78.35,74.5,87.2,0.14,17.03,0.23,0.23,3.0,2.15,3.24,0.0,0.22,0.12,0.36,3.82,4.18,4.21,0.0,0.08,0.53,1.81,13.39,14.2,15.04,0.12,0.58
2016/04/12,83.3,82.6,47.5,92.0,3927.0,33.0,4052.0,1873.0,1843.0,96.0,49.0,3862.0,191.0,61.77,319.55,122.08,262.08,299.69,125.97,77.73,2.5,106.88,0.9,50.98,54.93,50.17,5.19,25.27,61.4,0.0,40.24,44.4,10.57,31.7,16.02,97.2,0.31,40.44,43.41,50.61,19.5,13.88,12.15,78.35,74.5,87.2,0.14,17.03,0.23,0.23,3.0,2.15,3.24,0.0,0.22,0.12,0.36,3.82,4.18,4.21,0.0,0.08,0.62,1.83,13.39,13.6,15.07,0.12,0.66
