Date,Area Planted,Area Harvested,Yield,Beginning Stocks,Production,Imports,Total Supply,Feed and Residual,FSI,Ethanol,Total Domestic,Exports,Total Use,Ending Stocks,World BeginningStocks,World Production,World Imports,World DomesticFeed,World DomesticTotal,World Exports,World EndingStocks,United States BeginningStocks,United States Production,United States Imports,United States DomesticFeed,United States DomesticTotal,United States Exports,United States EndingStocks,Argentina BeginningStocks,Argentina Production,Argentina Imports,Argentina DomesticFeed,Argentina DomesticTotal,Argentina Exports,Argentina EndingStocks,Brazil BeginningStocks,Brazil Production,Brazil Imports,Brazil DomesticFeed,Brazil DomesticTotal,Brazil Exports,Brazil EndingStocks,China BeginningStocks,China Production,China Imports,China DomesticFeed,China DomesticTotal,China Exports,China EndingStocks,Japan BeginningStocks,Japan Production,Japan Imports,Japan DomesticFeed,Japan DomesticTotal,Japan Exports,Japan EndingStocks,Mexico BeginningStocks,Mexico Production,Mexico Imports,Mexico DomesticFeed,Mexico DomesticTotal,Mexico Exports,Mexico EndingStocks,South Korea BeginningStocks,South Korea Production,South Korea Imports,South Korea DomesticFeed,South Korea DomesticTotal,South Korea Exports,South Korea EndingStocks,South Africa BeginningStocks,South Africa Production,South Africa Imports,South Africa DomesticFeed,South Africa DomesticTotal,South Africa Exports,South Africa EndingStocks,Canada BeginningStocks,Canada Production,Canada Imports,Canada DomesticFeed,Canada DomesticTotal,Canada Exports,Canada EndingStocks,Ukraine BeginningStocks,Ukraine Production,Ukraine Imports,Ukraine DomesticFeed,Ukraine DomesticTotal,Ukraine Exports,Ukraine EndingStocks,Egypt BeginningStocks,Egypt Production,Egypt Imports,Egypt DomesticFeed,Egypt DomesticTotal,Egypt Exports,Egypt EndingStocks,Southeast Asia BeginningStocks,Southeast Asia Production,Southeast Asia Imports,Southeast Asia DomesticFeed,Southeast Asia DomesticTotal,Southeast Asia Exports,Southeast Asia EndingStocks,European Union BeginningStocks,European Union Production,European Union Imports,European Union DomesticFeed,European Union DomesticTotal,European Union Exports,European Union EndingStocks
2013/03/08,97.2,87.4,123.4,989.0,10780.0,125.0,11894.0,4550.0,5887.0,4500.0,10437.0,825.0,11262.0,632.0,131.16,854.07,95.68,522.85,867.75,88.13,117.48,25.12,273.83,3.18,115.58,265.11,20.96,16.06,0.94,26.5,0.01,4.9,7.5,19.0,0.95,9.28,72.5,0.8,45.0,53.0,19.0,10.58,59.34,208.0,2.5,145.5,209.5,0.2,60.14,0.61,0.0,15.0,10.5,15.0,0.0,0.61,1.27,21.5,8.5,13.5,29.7,0.1,1.47,1.48,0.08,7.5,5.5,7.6,0.0,1.47,3.35,13.0,0.03,5.0,10.8,2.5,3.08,1.35,13.06,0.5,6.5,12.0,1.5,1.41,1.05,20.92,0.05,6.5,8.0,13.0,1.02,2.22,5.8,4.5,9.2,11.2,0.01,1.31,2.66,26.02,6.2,24.8,32.8,0.23,1.84,6.7,54.67,10.0,50.5,66.0,1.0,4.37
2013/04/10,97.2,87.4,123.4,989.0,10780.0,125.0,11894.0,4400.0,5937.0,4550.0,10337.0,800.0,11137.0,757.0,131.88,855.92,95.48,517.54,862.51,87.95,125.29,25.12,273.83,3.18,111.77,262.57,20.32,19.24,0.99,26.5,0.01,5.0,7.6,19.0,0.9,9.21,74.0,0.8,45.0,53.0,19.5,11.51,59.34,208.0,3.0,144.0,207.0,0.05,63.29,0.61,0.0,15.0,10.5,15.0,0.0,0.61,1.27,21.5,8.0,13.0,29.2,0.1,1.47,1.48,0.08,7.5,5.5,7.6,0.0,1.47,3.65,12.5,0.03,5.0,10.8,2.0,3.38,1.35,13.06,0.5,6.5,12.0,1.5,1.41,1.05,20.92,0.05,6.4,7.7,13.5,0.82,2.22,5.8,4.0,8.7,10.7,0.01,1.31,2.55,25.63,6.6,24.7,32.6,0.23,1.95,6.7,56.07,10.0,52.0,67.5,1.0,4.27
2013/05/10,97.2,87.4,123.4,989.0,10780.0,125.0,11894.0,4400.0,5985.0,4600.0,10385.0,750.0,11135.0,759.0,132.22,857.12,96.57,518.35,863.92,89.03,125.43,25.12,273.83,3.18,111.77,263.79,19.05,19.29,0.99,26.5,0.01,5.0,7.6,19.0,0.9,9.21,76.0,0.8,45.0,53.0,21.5,11.51,59.34,208.0,3.0,144.0,207.0,0.05,63.29,0.61,0.0,15.0,10.5,15.0,0.0,0.61,1.27,21.5,7.5,12.5,28.7,0.1,1.47,1.48,0.08,8.0,6.0,8.1,0.0,1.47,3.6,12.2,0.03,5.0,10.8,1.7,3.32,1.37,13.06,0.5,7.0,12.5,1.0,1.43,1.05,20.92,0.05,6.4,7.7,13.5,0.82,2.22,5.8,4.0,8.7,10.7,0.01,1.31,2.64,25.63,6.7,24.8,32.7,0.13,2.15,6.71,56.65,10.5,52.5,68.4,1.0,4.46
2013/06/12,97.2,87.4,123.4,989.0,10780.0,150.0,11919.0,4400.0,6050.0,4650.0,10450.0,700.0,11150.0,769.0,132.3,855.72,97.0,517.15,863.71,89.01,124.31,25.12,273.83,3.81,111.77,265.44,17.78,19.54,0.99,26.5,0.01,5.0,7.6,19.0,0.9,9.21,77.0,0.8,45.0,53.0,21.5,12.51,59.34,205.6,3.0,144.0,207.0,0.05,60.89,0.61,0.0,14.5,10.0,14.5,0.0,0.61,1.27,21.5,7.0,12.0,28.2,0.15,1.42,1.48,0.08,8.0,6.0,8.1,0.0,1.47,3.68,12.2,0.03,5.0,10.8,1.9,3.2,1.37,13.06,0.5,7.0,12.5,1.0,1.43,1.05,20.92,0.05,6.4,7.7,13.5,0.82,2.22,5.8,4.0,8.7,10.7,0.01,1.31,2.64,25.63,6.9,25.0,32.9,0.13,2.15,6.71,56.65,10.5,52.0,67.9,1.5,4.46
2013/07/11,97.2,87.4,123.4,989.0,10780.0,160.0,11929.0,4450.0,6050.0,4650.0,10500.0,700.0,11200.0,729.0,132.42,855.05,96.7,516.27,863.91,89.9,123.57,25.12,273.83,4.06,113.04,266.71,17.78,18.53,0.99,26.5,0.01,5.0,7.6,19.0,0.9,9.21,77.0,0.8,45.0,53.0,22.0,12.01,59.34,205.6,3.0,144.0,207.0,0.05,60.89,0.61,0.0,14.5,10.0,14.5,0.0,0.61,1.27,21.5,6.5,11.5,27.7,0.15,1.42,1.48,0.08,8.0,6.0,8.1,0.0,1.47,3.68,12.2,0.03,5.0,10.8,1.9,3.2,1.37,13.06,0.5,6.7,12.1,1.4,1.43,1.05,20.92,0.05,6.4,7.7,13.5,0.82,2.22,5.8,4.0,8.7,10.7,0.01,1.31,2.64,24.77,7.4,24.7,32.6,0.13,2.08,6.94,58.54,10.5,53.0,69.0,1.5,5.48
2013/08/12,97.2,87.4,123.4,989.0,10780.0,165.0,11934.0,4450.0,6050.0,4650.0,10500.0,715.0,11215.0,719.0,132.4,858.78,97.53,517.47,868.07,93.69,123.11,25.12,273.83,4.19,113.04,266.71,18.16,18.27,0.99,26.5,0.01,4.8,7.3,19.5,0.7,9.21,80.0,0.8,45.0,53.0,24.5,12.51,59.34,205.6,3.0,144.0,207.0,0.05,60.89,0.61,0.0,14.5,10.0,14.5,0.0,0.61,1.32,21.5,5.5,11.0,27.0,0.15,1.17,1.48,0.08,8.5,6.7,8.8,0.0,1.27,3.68,12.2,0.03,5.0,10.8,1.9,3.2,1.37,13.06,0.5,6.5,11.9,1.6,1.43,1.05,20.92,0.05,6.4,7.7,13.5,0.82,2.22,5.8,4.5,9.2,11.2,0.01,1.31,2.64,24.77,7.7,25.0,32.9,0.13,2.08,6.94,58.54,10.8,53.0,69.0,1.7,5.58
2013/09/12,97.2,87.4,123.4,989.0,10780.0,162.0,11931.0,4475.0,6060.0,4665.0,10535.0,735.0,11270.0,661.0,131.84,860.06,97.89,518.35,869.31,94.35,122.59,25.12,273.83,4.12,113.67,267.6,18.67,16.8,0.99,26.5,0.01,4.8,7.3,19.5,0.7,9.21,81.0,0.8,45.0,53.0,24.5,13.51,59.34,205.6,3.0,144.0,207.0,0.05,60.89,0.61,0.0,14.5,10.0,14.5,0.0,0.61,1.32,21.5,5.5,11.0,27.0,0.2,1.12,1.48,0.08,8.5,6.7,8.8,0.0,1.27,3.68,12.2,0.03,5.0,10.8,1.9,3.2,1.37,13.06,0.5,6.5,11.9,1.7,1.33,1.05,20.92,0.05,6.6,7.9,13.3,0.82,2.22,5.8,4.5,9.2,11.2,0.01,1.31,2.64,24.76,7.7,25.0,32.9,0.13,2.08,6.94,58.54,11.3,53.0,69.0,1.9,5.88
2013/11/08,97.2,87.4,123.4,989.0,10780.0,162.0,11932.0,4333.0,6044.0,4648.0,10377.0,731.0,11108.0,824.0,132.46,862.71,97.96,516.71,860.3,91.46,134.86,25.12,273.83,4.13,110.06,263.58,18.58,20.92,0.99,26.5,0.01,5.0,7.6,19.0,0.9,9.21,81.0,0.8,45.0,53.0,22.0,16.01,59.34,205.6,2.7,144.0,202.0,0.08,65.56,0.61,0.0,14.41,10.0,14.5,0.0,0.52,1.32,21.59,5.6,11.0,27.0,0.5,1.01,1.48,0.08,8.17,6.45,8.38,0.0,1.36,3.68,12.2,0.03,5.0,10.8,1.9,3.2,1.37,13.06,0.48,6.28,11.61,1.75,1.55,1.05,20.92,0.05,6.8,8.1,12.7,1.22,2.22,5.8,5.0,9.7,11.7,0.01,1.31,2.64,24.76,7.79,25.0,32.9,0.13,2.17,6.67,58.86,11.3,53.0,69.3,2.1,5.42
2013/12/10,97.2,87.4,123.4,989.0,10780.0,162.0,11932.0,4333.0,6044.0,4648.0,10377.0,731.0,11108.0,824.0,132.46,862.88,98.17,516.61,860.44,91.83,134.9,25.12,273.83,4.13,110.06,263.58,18.58,20.92,0.99,26.5,0.01,5.0,7.6,19.0,0.9,9.21,81.0,0.8,45.0,53.0,22.0,16.01,59.34,205.6,2.7,144.0,202.0,0.08,65.56,0.61,0.0,14.41,10.0,14.5,0.0,0.52,1.32,21.59,5.68,11.0,27.0,0.55,1.03,1.48,0.08,8.17,6.45,8.38,0.0,1.36,3.68,12.37,0.03,5.0,10.8,2.1,3.17,1.37,13.06,0.48,6.28,11.61,1.75,1.55,1.05,20.92,0.05,6.8,8.1,12.73,1.2,2.22,5.8,5.0,9.7,11.7,0.01,1.31,2.64,24.76,7.79,25.0,32.9,0.13,2.17,6.67,58.86,11.35,53.0,69.3,2.19,5.38
2014/01/10,97.2,87.4,123.4,989.0,10780.0,162.0,11932.0,4335.0,6044.0,4648.0,10379.0,731.0,11111.0,821.0,132.76,862.95,98.22,515.55,862.73,95.22,132.98,25.12,273.83,4.13,110.12,263.64,18.58,20.86,0.99,26.5,0.01,5.0,7.6,19.0,0.9,9.21,81.0,0.8,44.0,52.0,25.0,14.01,59.34,205.61,2.7,144.0,202.0,0.08,65.57,0.61,0.0,14.41,10.0,14.5,0.0,0.52,1.32,21.59,5.68,11.0,27.0,0.52,1.06,1.48,0.08,8.17,6.45,8.38,0.0,1.36,3.68,12.37,0.03,5.0,10.8,2.1,3.17,1.37,13.06,0.48,6.28,11.61,1.75,1.55,1.05,20.92,0.05,6.8,8.1,12.73,1.2,2.22,5.8,5.0,9.7,11.7,0.01,1.31,2.64,24.76,7.79,25.0,32.9,0.13,2.17,6.67,58.86,11.35,53.0,69.3,2.19,5.38
2014/02/10,97.2,87.4,123.4,989.0,10780.0,162.0,11932.0,4335.0,6044.0,4648.0,10379.0,731.0,11111.0,821.0,132.76,862.85,98.64,515.71,861.61,94.47,134.0,25.12,273.83,4.13,110.12,263.64,18.58,20.86,0.99,26.5,0.01,5.0,7.6,18.5,1.4,9.21,81.0,0.9,44.0,52.0,25.0,14.11,59.34,205.61,2.7,144.0,202.0,0.08,65.57,0.61,0.0,14.41,10.0,14.5,0.0,0.52,1.32,21.59,5.68,11.0,27.0,0.52,1.06,1.48,0.08,8.17,6.48,8.42,0.0,1.32,3.68,12.37,0.03,4.95,10.75,1.9,3.42,1.37,13.06,0.48,6.28,11.61,1.75,1.55,1.05,20.92,0.05,6.8,8.1,12.73,1.2,2.22,5.8,5.06,9.7,11.7,0.01,1.37,2.64,24.76,7.79,24.9,32.8,0.1,2.3,6.67,58.86,11.35,53.0,69.3,2.19,5.38
2014/03/10,97.2,87.4,123.4,989.0,10780.0,162.0,11932.0,4335.0,6044.0,4648.0,10379.0,731.0,11111.0,821.0,132.75,863.42,98.61,515.58,861.5,94.46,134.67,25.12,273.83,4.13,110.12,263.64,18.58,20.86,0.99,26.5,0.01,5.0,7.6,18.5,1.4,9.21,81.0,0.9,44.0,52.0,25.0,14.11,59.34,205.61,2.7,144.0,202.0,0.08,65.57,0.61,0.0,14.41,10.0,14.5,0.0,0.52,1.32,21.59,5.68,11.0,27.0,0.52,1.06,1.48,0.08,8.17,6.48,8.42,0.0,1.32,3.68,12.37,0.03,4.95,10.75,1.9,3.42,1.37,13.06,0.48,6.28,11.61,1.75,1.55,1.05,20.92,0.05,6.8,8.1,12.73,1.2,2.22,5.8,5.06,9.7,11.7,0.01,1.37,2.64,25.22,7.76,24.8,32.7,0.09,2.83,6.67,58.86,11.35,53.0,69.3,2.19,5.38
2014/04/09,97.2,87.4,123.4,989.0,10780.0,162.0,11932.0,4333.0,6046.0,4648.0,10379.0,731.0,11111.0,821.0,132.82,866.94,98.91,517.3,865.37,94.79,134.4,25.12,273.83,4.13,110.06,263.64,18.58,20.86,0.99,27.0,0.01,5.3,7.9,18.69,1.41,9.21,81.5,0.89,44.5,52.5,24.95,14.15,59.34,205.61,2.7,144.0,202.0,0.08,65.57,0.61,0.0,14.41,10.0,14.5,0.0,0.52,1.32,21.59,5.68,11.0,27.0,0.52,1.06,1.48,0.08,8.17,6.48,8.48,0.0,1.26,3.68,12.37,0.03,5.1,11.0,2.0,3.07,1.37,13.06,0.48,6.28,11.61,1.75,1.55,1.05,20.92,0.05,6.8,8.1,12.73,1.2,2.22,5.8,5.06,9.7,11.7,0.01,1.37,2.64,25.22,7.96,25.0,32.9,0.09,2.83,6.67,58.86,11.35,53.0,69.6,2.19,5.08
